Weight class,fighter1,fighter2,outcome,F1_Str,F2_Str,F1_Td,F2_Td,F1_Kd,F2_Kd,F1_Sub,F2_Sub
Women's Flyweight,Jasmine Jasudavicius,Fatima Kline,fighter1,40,39,4,1,0,0,1,0
Bantamweight,Montel Jackson,Da'Mon Blackshear,fighter1,4,1,0,0,1,0,0,0
Women's Flyweight,Luana Santos,Mariya Agapova,fighter1,2,3,1,0,0,0,3,0
Middleweight,Andre Petroski,Josh Fremd,fighter1,12,16,3,0,0,0,1,0
Welterweight,Evan Elder,Darrius Flowers,fighter1,45,24,0,1,0,0,1,0
Light Heavyweight,Alex Pereira,Jiri Prochazka,fighter1,38,7,0,0,2,0,0,0
Catch Weight,Diego Lopes,Dan Ige,fighter1,49,42,1,0,0,0,1,0
Light Heavyweight,Roman Dolidze,Anthony Smith,fighter1,100,51,1,0,0,0,0,0
Women's Bantamweight,Macy Chiasson,Mayra Bueno Silva,fighter1,50,46,1,0,0,0,0,0
Welterweight,Ian Machado Garry,Michael Page,fighter1,19,21,2,0,0,0,2,0
Middleweight,Joe Pyfer,Marc-Andre Barriault,fighter1,8,0,0,0,1,0,0,0
Featherweight,Andre Fili,Cub Swanson,fighter1,67,62,2,0,0,0,0,0
Featherweight,Jean Silva,Charles Jourdain,fighter1,34,23,0,3,2,0,0,0
Bantamweight,Payton Talbott,Yanis Ghemmouri,fighter1,13,1,0,0,1,0,0,0
Women's Strawweight,Gillian Robertson,Michelle Waterson-Gomez,fighter1,77,21,2,1,0,0,2,0
Heavyweight,Martin Buday,Andrei Arlovski,fighter1,54,74,0,0,0,0,0,0
Flyweight,Rei Tsuruya,Carlos Hernandez,fighter1,17,16,3,1,0,0,0,0
Bantamweight,Vinicius Oliveira,Ricky Simon,fighter1,96,42,1,2,0,0,0,0
Middleweight,Robert Whittaker,Ikram Aliskerov,fighter1,14,5,0,0,1,0,0,0
Heavyweight,Alexander Volkov,Sergei Pavlovich,fighter1,83,46,0,0,0,0,0,0
Middleweight,Kelvin Gastelum,Daniel Rodriguez,fighter1,112,127,4,0,0,0,0,0
Middleweight,Shara Magomedov,Antonio Trocoli,fighter1,82,16,0,0,1,0,0,0
Light Heavyweight,Volkan Oezdemir,Johnny Walker,fighter1,37,15,0,0,2,0,0,0
Lightweight,Nasrat Haqparast,Jared Gordon,fighter1,146,141,0,0,0,0,0,0
Featherweight,Felipe Lima,Muhammad Naimov,fighter1,37,30,1,1,0,0,1,0
Welterweight,Rinat Fakhretdinov,Nicolas Dalby,fighter1,68,66,5,0,0,0,0,0
Bantamweight,Muin Gafurov,Kyung Ho Kang,fighter1,47,12,1,3,0,0,0,0
Light Heavyweight,Magomed Gadzhiyasulov,Brendson Ribeiro,fighter1,26,17,5,3,0,0,0,1
Bantamweight,ChangHo Lee,Xiao Long,fighter1,84,68,2,2,0,0,0,0
Flyweight,Tatsuro Taira,Alex Perez,fighter1,31,41,2,1,0,0,0,0
Bantamweight,Miles Johns,Douglas Silva de Andrade,fighter1,50,36,0,0,0,0,0,0
Featherweight,Lucas Almeida,Timmy Cuamba,fighter1,70,59,0,2,1,0,0,0
Bantamweight,Brady Hiestand,Garrett Armfield,fighter1,22,49,6,0,0,1,3,1
Flyweight,Asu Almabayev,Jose Johnson,fighter1,20,5,6,1,0,0,4,1
Welterweight,Adam Fugitt,Josh Quinlan,fighter1,80,53,0,0,0,0,0,0
Flyweight,Nate Maness,Jimmy Flick,fighter1,89,37,0,1,0,0,2,2
Women's Flyweight,Gabriella Fernandes,Carli Judice,fighter1,119,169,2,2,0,0,0,0
Featherweight,Westin Wilson,Jeka Saragih,fighter1,0,4,1,0,0,0,3,0
Featherweight,Melquizael Costa,Shayilan Nuerdanbieke,fighter1,16,6,2,4,0,0,2,1
Women's Strawweight,Josefine Knutsson,Julia Polastri,fighter1,124,64,0,3,0,0,0,1
Middleweight,Nassourdine Imavov,Jared Cannonier,fighter1,82,64,2,1,0,0,0,0
Light Heavyweight,Dominick Reyes,Dustin Jacoby,fighter1,20,6,0,0,2,0,0,0
Bantamweight,Raul Rosas Jr.,Ricky Turcios,fighter1,3,7,4,0,0,0,1,1
Middleweight,Brunno Ferreira,Dustin Stoltzfus,fighter1,24,18,0,1,1,0,0,2
Middleweight,Zachary Reese,Julian Marquez,fighter1,6,1,0,0,1,0,0,0
Welterweight,Punahele Soriano,Miguel Baeza,fighter1,144,7,5,0,0,0,0,3
Lightweight,Ludovit Klein,Thiago Moises,fighter1,56,24,1,0,2,0,0,1
Welterweight,Carlos Prates,Charles Radtke,fighter1,15,14,0,0,1,0,0,0
Bantamweight,Brad Katona,Jesse Butler,fighter1,68,30,3,0,0,0,0,0
Women's Flyweight,Montana De La Rosa,Andrea Lee,fighter1,70,75,3,0,0,0,1,0
Bantamweight,Daniel Marcos,John Castaneda,fighter1,98,60,0,1,1,0,0,0
Women's Strawweight,Denise Gomes,Eduarda Moura,fighter1,50,18,0,5,0,0,1,0
Bantamweight,Taylor Lapilus,Cody Stamann,fighter1,100,59,0,1,0,0,0,0
Women's Strawweight,Puja Tomar,Rayanne dos Santos,fighter1,95,84,0,0,0,0,0,0
Lightweight,Islam Makhachev,Dustin Poirier,fighter1,88,74,5,0,0,0,2,0
Middleweight,Sean Strickland,Paulo Costa,fighter1,182,158,0,0,0,0,0,0
Middleweight,Kevin Holland,Michal Oleksiejczuk,fighter1,8,8,0,0,0,0,1,0
Welterweight,Niko Price,Alex Morono,fighter1,108,96,5,1,0,0,0,0
Welterweight,Randy Brown,Elizeu Zaleski dos Santos,fighter1,67,26,0,4,0,0,2,1
Middleweight,Roman Kopylov,Cesar Almeida,fighter1,41,58,5,0,1,0,0,0
Heavyweight,Jailton Almeida,Alexandr Romanov,fighter1,1,1,1,0,0,0,2,0
Lightweight,Grant Dawson,Joe Solecki,fighter1,46,12,3,0,0,0,0,1
Welterweight,Jake Matthews,Phil Rowe,fighter1,66,34,1,0,0,0,0,0
Welterweight,Bassil Hafez,Mickey Gall,fighter1,95,83,3,1,0,0,0,0
Women's Bantamweight,Ailin Perez,Joselyne Edwards,fighter1,42,27,6,0,1,0,0,1
Flyweight,Andre Lima,Mitch Raposo,fighter1,51,32,0,1,0,0,0,0
Featherweight,Lerone Murphy,Edson Barboza,fighter1,220,79,4,0,0,0,0,0
Welterweight,Khaos Williams,Carlston Harris,fighter1,12,14,0,0,1,0,0,0
Welterweight,Themba Gorimbo,Ramiz Brahimaj,fighter1,43,3,5,1,0,0,0,0
Bantamweight,Adrian Yanez,Vinicius Salvador,fighter1,36,17,0,0,1,0,0,0
Women's Strawweight,Angela Hill,Luana Pinheiro,fighter1,28,17,2,1,0,0,1,0
Lightweight,Tom Nolan,Victor Martinez,fighter1,33,18,0,0,0,1,0,0
Light Heavyweight,Oumar Sy,Tuco Tokkos,fighter1,0,3,2,0,0,0,1,0
Women's Bantamweight,Melissa Gatto,Tamires Vidal,fighter1,30,15,2,0,0,0,1,1
Middleweight,Abus Magomedov,Warlley Alves,fighter1,22,16,6,0,0,0,0,0
Women's Strawweight,Ariane Carnelossi,Piera Rodriguez,fighter1,16,40,0,1,0,1,0,0
Bantamweight,Alatengheili,Kleydson Rodrigues,fighter1,18,37,3,0,0,0,0,0
Women's Strawweight,Vanessa Demopoulos,Emily Ducote,fighter1,109,143,0,0,0,0,0,0
Heavyweight,Derrick Lewis,Rodrigo Nascimento,fighter1,41,27,1,1,1,0,0,0
Welterweight,Joaquin Buckley,Nursulton Ruziboev,fighter1,86,31,4,0,1,0,0,0
Light Heavyweight,Carlos Ulberg,Alonzo Menifield,fighter1,7,1,0,0,1,0,0,0
Lightweight,Diego Ferreira,Mateusz Rebecki,fighter1,123,52,3,4,0,1,0,0
Featherweight,Sean Woodson,Alex Caceres,fighter1,101,82,0,0,0,0,0,0
Heavyweight,Waldo Cortes-Acosta,Robelis Despaigne,fighter1,52,26,3,0,0,0,1,0
Lightweight,Chase Hooper,Viacheslav Borshchev,fighter1,62,2,1,0,1,0,2,0
Lightweight,Esteban Ribovics,Terrance McKinney,fighter1,5,5,0,0,1,0,0,0
Women's Strawweight,Tabatha Ricci,Tecia Pennington,fighter1,54,80,1,0,0,0,0,0
Welterweight,Trey Waters,Billy Ray Goff,fighter1,96,116,0,1,0,0,1,0
Flyweight,Charles Johnson,Jake Hadley,fighter1,70,48,0,0,1,0,0,0
Women's Flyweight,Veronica Hardy,JJ Aldrich,fighter1,36,27,0,0,0,0,0,0
Flyweight,Alexandre Pantoja,Steve Erceg,fighter1,125,111,9,1,0,0,0,0
Bantamweight,Jose Aldo,Jonathan Martinez,fighter1,77,52,1,0,0,0,0,0
Light Heavyweight,Anthony Smith,Vitor Petrino,fighter1,11,10,0,1,0,0,1,0
Middleweight,Michel Pereira,Ihor Potieria,fighter1,6,2,0,0,0,0,1,0
Middleweight,Caio Borralho,Paul Craig,fighter1,36,22,0,0,1,0,0,0
Featherweight,Joanderson Brito,Jack Shore,fighter1,30,24,1,0,0,0,0,0
Women's Strawweight,Iasmin Lucindo,Karolina Kowalkiewicz,fighter1,83,42,2,0,0,0,0,0
Lightweight,Myktybek Orolbai,Elves Brener,fighter1,65,48,5,3,1,0,0,0
Lightweight,Drakkar Klose,Joaquim Silva,fighter1,70,59,0,0,0,1,0,1
Lightweight,Mauricio Ruffy,Jamie Mullarkey,fighter1,25,14,0,0,1,0,0,0
Women's Flyweight,Dione Barbosa,Ernesta Kareckaite,fighter1,39,53,2,1,0,0,1,0
Lightweight,Ismael Bonfim,Vinc Pichel,fighter1,111,61,1,1,0,0,0,0
Flyweight,Alessandro Costa,Kevin Borjas,fighter1,46,18,0,0,1,0,0,0
Flyweight,Alex Perez,Matheus Nicolau,fighter1,28,22,0,0,1,0,0,0
Light Heavyweight,Bogdan Guskov,Ryan Spann,fighter1,31,15,0,1,1,0,0,1
Women's Flyweight,Karine Silva,Ariane da Silva,fighter1,27,42,5,0,0,0,0,0
Heavyweight,Jhonata Diniz,Austen Lane,fighter1,20,17,0,1,1,0,0,0
Featherweight,David Onama,Jonathan Pearce,fighter1,58,57,0,5,0,0,1,1
Welterweight,Uros Medic,Tim Means,fighter1,7,7,0,0,1,0,0,0
Bantamweight,Victor Henry,Rani Yahya,fighter1,109,54,0,0,2,0,0,0
Lightweight,Austin Hubbard,Michal Figlak,fighter1,88,92,3,0,0,0,0,0
Heavyweight,Don'Tale Mayes,Caio Machado,fighter1,67,76,0,0,1,0,0,0
Women's Strawweight,Ketlen Souza,Marnic Mann,fighter1,80,31,1,2,0,0,0,1
Lightweight,Chris Padilla,James Llontop,fighter1,12,19,3,0,0,0,1,0
Women's Flyweight,Ivana Petrovic,Liang Na,fighter1,36,24,3,1,0,0,1,0
Lightweight,Maheshate,Gabriel Benitez,fighter1,97,121,0,0,0,0,0,0
Light Heavyweight,Alex Pereira,Jamahal Hill,fighter1,24,12,0,0,1,0,0,0
Women's Strawweight,Zhang Weili,Yan Xiaonan,fighter1,106,43,6,3,0,1,2,0
Lightweight,Max Holloway,Justin Gaethje,fighter1,181,103,0,0,1,0,0,0
Lightweight,Arman Tsarukyan,Charles Oliveira,fighter1,49,19,2,0,0,0,0,4
Middleweight,Bo Nickal,Cody Brundage,fighter1,8,4,3,0,0,0,2,0
Light Heavyweight,Jiri Prochazka,Aleksandar Rakic,fighter1,69,58,1,0,0,0,0,0
Featherweight,Aljamain Sterling,Calvin Kattar,fighter1,39,8,8,0,0,0,0,0
Women's Bantamweight,Kayla Harrison,Holly Holm,fighter1,51,2,2,0,0,0,1,0
Featherweight,Diego Lopes,Sodiq Yusuff,fighter1,26,2,0,0,2,0,0,0
Lightweight,Renato Moicano,Jalin Turner,fighter1,36,16,2,0,0,1,0,0
Women's Strawweight,Jessica Andrade,Marina Rodriguez,fighter1,89,82,1,0,0,0,0,1
Lightweight,King Green,Jim Miller,fighter1,186,57,1,0,1,0,0,0
Bantamweight,Deiveson Figueiredo,Cody Garbrandt,fighter1,13,16,1,0,0,0,2,0
Middleweight,Brendan Allen,Chris Curtis,fighter1,112,124,6,0,0,0,0,0
Featherweight,Damon Jackson,Alexander Hernandez,fighter1,42,32,3,0,0,1,0,0
Featherweight,Chepe Mariscal,Morgan Charriere,fighter1,71,49,1,2,0,0,0,1
Lightweight,Ignacio Bahamondes,Christos Giagos,fighter1,40,17,0,0,1,0,0,0
Lightweight,Charlie Campbell,Trevor Peek,fighter1,54,47,4,2,0,0,0,0
Welterweight,Alex Morono,Court McGee,fighter1,38,60,0,1,0,0,1,0
Heavyweight,Lukasz Brzeski,Valter Walker,fighter1,58,33,0,4,0,0,0,0
Women's Bantamweight,Norma Dumont,Germaine de Randamie,fighter1,11,16,6,0,0,0,0,0
Bantamweight,Victor Hugo,Pedro Falcao,fighter1,68,42,0,1,1,0,0,0
Bantamweight,Jean Matsumoto,Dan Argueta,fighter1,19,14,2,9,0,0,1,0
Middleweight,Cesar Almeida,Dylan Budka,fighter1,29,1,0,3,0,0,0,0
Women's Bantamweight,Nora Cornolle,Melissa Mullins,fighter1,36,11,0,1,1,0,0,0
Women's Flyweight,Manon Fiorot,Erin Blanchfield,fighter1,172,130,1,0,0,0,0,1
Welterweight,Joaquin Buckley,Vicente Luque,fighter1,55,21,0,0,0,0,0,0
Middleweight,Chris Weidman,Bruno Silva,fighter1,75,30,1,0,1,0,0,0
Middleweight,Nursulton Ruziboev,Sedriques Dumas,fighter1,12,1,0,0,1,0,0,0
Featherweight,Kyle Nelson,Bill Algeo,fighter1,32,30,0,0,0,0,0,0
Welterweight,Chidi Njokuani,Rhys McKee,fighter1,64,30,0,0,0,0,0,0
Featherweight,Nate Landwehr,Jamall Emmers,fighter1,37,39,0,0,1,0,0,0
Women's Strawweight,Virna Jandiroba,Loopy Godinez,fighter1,30,38,2,0,0,0,3,0
Featherweight,Julio Arce,Herbert Burns,fighter1,29,15,0,0,2,0,0,0
Featherweight,Dennis Buzukja,Connor Matthews,fighter1,83,60,0,1,1,0,0,0
Light Heavyweight,Ibo Aslan,Anton Turkalj,fighter1,74,55,0,0,1,0,0,0
Middleweight,Jacob Malkoun,Andre Petroski,fighter1,20,13,0,1,0,0,0,0
Bantamweight,Caolan Loughran,Angel Pacheco,fighter1,140,88,3,0,0,0,0,0
Women's Flyweight,Rose Namajunas,Amanda Ribas,fighter1,93,83,1,4,0,0,0,0
Heavyweight,Karl Williams,Justin Tafa,fighter1,40,21,7,0,0,0,1,0
Middleweight,Edmen Shahbazyan,AJ Dobson,fighter1,27,15,1,0,1,0,0,0
Bantamweight,Payton Talbott,Cameron Saaiman,fighter1,79,31,0,0,1,0,0,0
Featherweight,Youssef Zalal,Billy Quarantillo,fighter1,33,10,2,0,0,0,2,0
Featherweight,Fernando Padilla,Luis Pajuelo,fighter1,34,5,0,0,1,0,1,0
Lightweight,Trey Ogden,Kurt Holobaugh,fighter1,35,29,3,0,0,0,0,0
Featherweight,Julian Erosa,Ricardo Ramos,fighter1,4,7,0,2,0,0,1,0
Bantamweight,Miles Johns,Cody Gibson,fighter1,25,18,2,1,0,0,0,0
Featherweight,Jarno Errens,Steven Nguyen,fighter1,105,63,0,1,1,0,0,0
Women's Bantamweight,Daria Zhelezniakova,Montserrat Rendon,fighter1,57,25,0,3,0,0,0,0
Flyweight,Andre Lima,Igor Severino,fighter1,30,36,1,5,0,0,2,0
Heavyweight,Mick Parkin,Mohammed Usman,fighter1,72,57,0,0,0,0,0,0
Heavyweight,Marcin Tybura,Tai Tuivasa,fighter1,27,15,1,0,0,0,1,0
Welterweight,Bryan Battle,Ange Loosa,No contest,27,23,1,0,0,0,0,0
Light Heavyweight,Ovince Saint Preux,Kennedy Nzechukwu,fighter1,143,106,0,0,1,0,0,0
Featherweight,Christian Rodriguez,Isaac Dulgarian,fighter1,48,22,0,7,0,0,0,2
Women's Bantamweight,Macy Chiasson,Pannie Kianzad,fighter1,4,2,2,1,0,0,1,0
Middleweight,Gerald Meerschaert,Bryan Barberena,fighter1,11,12,3,0,0,0,2,0
Lightweight,Mike Davis,Natan Levy,fighter1,3,8,0,1,1,0,1,0
Women's Bantamweight,Chelsea Chandler,Josiane Nunes,fighter1,58,47,2,0,0,0,0,0
Flyweight,Jafel Filho,Ode Osbourne,fighter1,21,0,1,0,0,0,2,0
Featherweight,Danny Silva,Josh Culibao,fighter1,45,87,4,0,0,0,1,0
Women's Strawweight,Jaqueline Amorim,Cory McKenna,fighter1,3,4,0,1,0,0,4,0
Lightweight,Thiago Moises,Mitch Ramirez,fighter1,25,16,2,0,1,0,1,0
Bantamweight,Chad Anheliger,Charalampos Grigoriou,fighter1,85,21,0,4,0,0,0,0
Bantamweight,Sean O'Malley,Marlon Vera,fighter1,230,89,0,0,0,0,0,0
Lightweight,Dustin Poirier,Benoit Saint Denis,fighter1,28,50,0,3,1,0,4,1
Welterweight,Michael Page,Kevin Holland,fighter1,41,29,0,2,0,0,0,1
Welterweight,Jack Della Maddalena,Gilbert Burns,fighter1,67,27,0,7,1,0,0,0
Bantamweight,Petr Yan,Song Yadong,fighter1,99,86,2,1,0,0,0,0
Heavyweight,Curtis Blaydes,Jailton Almeida,fighter1,16,1,0,9,0,0,0,0
Women's Flyweight,Maycee Barber,Katlyn Cerminara,fighter1,84,66,4,1,0,0,0,0
Lightweight,Mateusz Gamrot,Rafael Dos Anjos,fighter1,57,36,11,0,0,1,0,0
Bantamweight,Kyler Phillips,Pedro Munhoz,fighter1,114,52,0,1,0,0,0,0
Light Heavyweight,Philipe Lins,Ion Cutelaba,fighter1,67,47,2,0,0,0,0,0
Middleweight,Michel Pereira,Michal Oleksiejczuk,fighter1,11,1,0,0,0,0,1,0
Heavyweight,Robelis Despaigne,Josh Parisian,fighter1,7,2,0,0,1,0,0,0
Flyweight,Asu Almabayev,CJ Vergara,fighter1,44,29,9,0,0,0,0,0
Women's Flyweight,Joanne Wood,Maryna Moroz,fighter1,136,102,1,1,0,0,0,0
Heavyweight,Jairzinho Rozenstruik,Shamil Gaziev,fighter1,127,22,0,1,0,0,0,0
Light Heavyweight,Vitor Petrino,Tyson Pedro,fighter1,27,30,3,0,0,0,0,0
Flyweight,Muhammad Mokaev,Alex Perez,fighter1,47,30,3,0,0,0,0,0
Bantamweight,Umar Nurmagomedov,Bekzat Almakhan,fighter1,68,3,5,0,0,1,0,0
Flyweight,Steve Erceg,Matt Schnell,fighter1,34,22,0,0,1,0,0,0
Middleweight,Eryk Anders,Jamie Pickett,fighter1,23,20,5,0,0,1,0,0
Bantamweight,Vinicius Oliveira,Benardo Sopaj,fighter1,67,45,2,3,1,0,0,0
Bantamweight,Aiemann Zahabi,Javid Basharat,fighter1,75,67,0,0,0,0,0,0
Middleweight,Christian Leroy Duncan,Claudio Ribeiro,fighter1,65,4,1,0,0,0,0,0
Lightweight,Ludovit Klein,AJ Cunningham,fighter1,60,36,2,0,1,0,0,0
Lightweight,Loik Radzhabov,Abdul-Kareem Al-Selwady,fighter1,39,38,4,3,1,0,0,0
Flyweight,Brandon Royval,Brandon Moreno,fighter1,145,112,1,3,0,0,0,0
Featherweight,Brian Ortega,Yair Rodriguez,fighter1,28,55,3,0,0,1,1,0
Lightweight,Daniel Zellhuber,Francisco Prado,fighter1,120,90,0,0,0,0,0,0
Women's Strawweight,Yazmin Jauregui,Sam Hughes,fighter1,94,83,0,0,0,0,0,0
Lightweight,Manuel Torres,Chris Duncan,fighter1,3,1,2,1,0,0,1,0
Bantamweight,Raoni Barcelos,Cristian Quinonez,fighter1,43,29,2,2,0,0,2,0
Flyweight,Jesus Aguilar,Mateus Mendonca,fighter1,19,18,1,4,0,0,1,1
Flyweight,Edgar Chairez,Daniel Lacerda,fighter1,9,4,0,1,0,0,1,0
Lightweight,Fares Ziam,Claudio Puelles,fighter1,31,4,0,7,0,0,1,0
Flyweight,Ronaldo Rodriguez,Denys Bondar,fighter1,31,41,0,4,0,0,1,0
Flyweight,Felipe dos Santos,Victor Altamirano,fighter1,37,40,0,9,0,0,1,0
Featherweight,Muhammad Naimov,Erik Silva,fighter1,1,0,1,0,0,0,0,0
Featherweight,Ilia Topuria,Alexander Volkanovski,fighter1,35,47,0,0,1,0,0,0
Middleweight,Robert Whittaker,Paulo Costa,fighter1,95,67,0,0,0,0,0,0
Welterweight,Ian Machado Garry,Geoff Neal,fighter1,67,46,0,0,0,0,0,0
Bantamweight,Merab Dvalishvili,Henry Cejudo,fighter1,74,29,5,1,0,0,1,0
Middleweight,Anthony Hernandez,Roman Kopylov,fighter1,34,35,3,0,0,0,2,0
Women's Strawweight,Amanda Lemos,Mackenzie Dern,fighter1,41,21,2,1,1,0,0,0
Heavyweight,Marcos Rogerio de Lima,Junior Tafa,fighter1,33,11,1,0,1,0,0,0
Bantamweight,Rinya Nakamura,Carlos Vera,fighter1,38,12,3,0,0,0,0,0
Light Heavyweight,Zhang Mingyang,Brendson Ribeiro,fighter1,17,14,0,0,1,0,0,0
Welterweight,Danny Barlow,Josh Quinlan,fighter1,95,39,0,0,1,0,0,0
Welterweight,Oban Elliott,Val Woodburn,fighter1,70,23,3,2,0,1,0,0
Women's Flyweight,Miranda Maverick,Andrea Lee,fighter1,66,36,3,2,0,0,0,1
Middleweight,Jack Hermansson,Joe Pyfer,fighter1,121,92,1,0,0,0,0,0
Featherweight,Dan Ige,Andre Fili,fighter1,11,8,0,0,1,0,0,0
Middleweight,Ihor Potieria,Robert Bryczek,fighter1,67,32,0,0,1,0,0,0
Middleweight,Gregory Rodrigues,Brad Tavares,fighter1,71,37,2,0,0,0,0,0
Lightweight,Michael Johnson,Darrius Flowers,fighter1,61,33,4,0,0,0,0,0
Middleweight,Rodolfo Vieira,Armen Petrosyan,fighter1,6,9,3,0,0,0,1,0
Welterweight,Carlos Prates,Trevin Giles,fighter1,37,68,0,0,1,0,0,0
Lightweight,Bolaji Oki,Timmy Cuamba,fighter1,60,33,1,1,0,0,0,0
Women's Strawweight,Loma Lookboonmee,Bruna Brasil,fighter1,58,28,1,1,0,0,0,0
Light Heavyweight,Marcin Prachnio,Devin Clark,fighter1,101,53,1,0,0,0,0,0
Welterweight,Max Griffin,Jeremiah Wells,fighter1,26,32,1,1,0,0,0,0
Light Heavyweight,Bogdan Guskov,Zac Pauga,fighter1,10,17,0,0,1,0,0,0
Featherweight,Hyder Amil,Fernie Garcia,fighter1,79,26,1,0,1,0,2,0
Bantamweight,Daniel Marcos,Aoriqileng,No contest,81,45,0,0,0,0,0,0
Middleweight,Nassourdine Imavov,Roman Dolidze,fighter1,112,34,0,0,1,0,1,0
Lightweight,Renato Moicano,Drew Dober,fighter1,23,23,3,1,0,0,0,0
Welterweight,Randy Brown,Muslim Salikhov,fighter1,13,10,0,0,1,0,0,0
Women's Flyweight,Natalia Silva,Viviane Araujo,fighter1,38,26,0,1,0,0,0,0
Middleweight,Aliaskhab Khizriev,Makhmud Muradov,No contest,1,1,0,0,0,0,0,0
Welterweight,Charles Radtke,Gilbert Urbina,fighter1,30,16,0,0,2,0,0,0
Women's Strawweight,Molly McCann,Diana Belbita,fighter1,42,29,2,0,0,0,1,0
Flyweight,Charles Johnson,Azat Maksum,fighter1,76,38,2,2,0,1,3,1
Welterweight,Themba Gorimbo,Pete Rodriguez,fighter1,12,0,0,0,1,0,0,0
Featherweight,JeongYeong Lee,Blake Bilder,fighter1,49,19,2,0,0,0,0,0
Women's Flyweight,Luana Carolina,Julija Stoliarenko,fighter1,66,16,2,1,0,0,0,3
Lightweight,MarQuel Mederos,Landon Quinones,fighter1,60,55,0,1,0,0,0,0
Heavyweight,Jamal Pogues,Thomas Petersen,fighter1,65,58,0,1,0,0,0,0
Middleweight,Dricus Du Plessis,Sean Strickland,fighter1,137,173,6,0,0,0,0,0
Women's Bantamweight,Raquel Pennington,Mayra Bueno Silva,fighter1,134,69,1,3,0,0,2,3
Welterweight,Neil Magny,Mike Malott,fighter1,57,45,1,4,0,0,0,0
Middleweight,Chris Curtis,Marc-Andre Barriault,fighter1,140,122,0,0,0,0,0,0
Featherweight,Movsar Evloev,Arnold Allen,fighter1,51,59,5,0,0,0,0,1
Bantamweight,Garrett Armfield,Brad Katona,fighter1,105,64,0,4,0,0,0,0
Featherweight,Sean Woodson,Charles Jourdain,fighter1,80,60,1,0,0,0,0,1
Bantamweight,Ramon Taveras,Serhiy Sidey,fighter1,62,79,0,0,1,0,0,0
Women's Strawweight,Gillian Robertson,Polyana Viana,fighter1,23,12,2,0,0,0,1,0
Welterweight,Sam Patterson,Yohan Lainesse,fighter1,5,1,1,0,0,0,1,0
Women's Bantamweight,Jasmine Jasudavicius,Priscila Cachoeira,fighter1,93,24,2,0,1,0,3,0
Flyweight,Jimmy Flick,Malcolm Gordon,fighter1,3,37,1,1,0,0,4,1
Light Heavyweight,Magomed Ankalaev,Johnny Walker,fighter1,39,24,0,0,1,0,0,0
Lightweight,Jim Miller,Gabriel Benitez,fighter1,80,80,2,0,0,0,1,0
Bantamweight,Mario Bautista,Ricky Simon,fighter1,112,45,0,2,0,0,0,0
Middleweight,Brunno Ferreira,Phil Hawes,fighter1,19,13,1,0,1,0,0,0
Heavyweight,Waldo Cortes-Acosta,Andrei Arlovski,fighter1,49,58,0,0,0,0,0,0
Welterweight,Preston Parsons,Matthew Semelsberger,fighter1,47,28,7,1,0,0,2,2
Bantamweight,Marcus McGhee,Gaston Bolanos,fighter1,65,28,1,0,1,0,0,0
Bantamweight,Farid Basharat,Taylor Lapilus,fighter1,42,40,5,0,0,0,1,0
Featherweight,Jean Silva,Westin Wilson,fighter1,25,11,1,0,1,0,0,0
Lightweight,Nikolas Motta,Tom Nolan,fighter1,21,12,0,0,1,0,0,0
Flyweight,Joshua Van,Felipe Bunes,fighter1,83,50,1,2,1,0,0,0
Welterweight,Leon Edwards,Colby Covington,fighter1,57,44,2,2,0,0,2,0
Flyweight,Alexandre Pantoja,Brandon Royval,fighter1,95,111,8,0,0,0,1,0
Welterweight,Shavkat Rakhmonov,Stephen Thompson,fighter1,28,16,1,0,0,0,2,0
Lightweight,Paddy Pimblett,Tony Ferguson,fighter1,106,62,1,0,1,0,0,0
Featherweight,Josh Emmett,Bryce Mitchell,fighter1,2,0,0,0,1,0,0,0
Light Heavyweight,Alonzo Menifield,Dustin Jacoby,fighter1,68,93,1,0,1,0,0,0
Women's Bantamweight,Irene Aldana,Karol Rosa,fighter1,145,204,0,0,0,0,0,0
Bantamweight,Cody Garbrandt,Brian Kelleher,fighter1,20,17,0,0,1,0,0,0
Women's Flyweight,Ariane da Silva,Casey O'Neill,fighter1,64,31,1,0,0,0,1,0
Flyweight,Tagir Ulanbekov,Cody Durden,fighter1,24,32,2,0,1,0,5,0
Featherweight,Andre Fili,Lucas Almeida,fighter1,20,10,0,0,1,0,0,0
Heavyweight,Shamil Gaziev,Martin Buday,fighter1,49,8,0,0,0,0,0,0
Bantamweight,Song Yadong,Chris Gutierrez,fighter1,77,87,2,0,0,0,0,0
Light Heavyweight,Khalil Rountree Jr.,Anthony Smith,fighter1,53,47,0,0,1,0,0,0
Lightweight,Nasrat Haqparast,Jamie Mullarkey,fighter1,16,8,0,0,2,0,0,0
Bantamweight,Tim Elliott,Sumudaerji,fighter1,10,10,1,0,0,0,1,0
Middleweight,Andre Muniz,JunYong Park,fighter1,14,27,11,0,0,0,0,0
Welterweight,Kevin Jousset,Song Kenan,fighter1,134,62,1,0,0,0,0,0
Flyweight,HyunSung Park,Shannon Ross,fighter1,50,47,0,0,2,0,0,0
Lightweight,Steve Garcia,Melquizael Costa,fighter1,29,6,0,2,1,0,1,0
Women's Bantamweight,Luana Santos,Stephanie Egger,fighter1,53,44,2,1,0,0,0,0
Flyweight,Tatsuro Taira,Carlos Hernandez,fighter1,33,2,0,0,1,0,0,0
